UID,name,subregion,ecosection,CP,proportion_scaled,proportion_unscaled,value_scaled,value_unscaled,total_value,Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,featuretype for SS,attributetype,datatype,featurename for SS analysis,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,0.000135581,0.000135581,1603185.406,1603185.406,11824590929,eco_coarse_geomorphicunits_polygons_d_shelfwallsloping,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,3031000,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfwallsloping,d,Shelf wall sloping,0.031929,0.063858,0.095787,,,Geomorphic Units,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_rockfishredstripe_syn_m,0.000166614,0.000166614,41.54230939,41.54230939,249333,eco_fish_rockfishredstripe_syn_m,eco_fish_rockfishredstripe_syn_m,6180100,eco,fish,rockfishredstripe,syn,Research CPUE,,m,Redstripe Rockfish,0.2,0.3,0.4,,,Redstripe rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_coastalclasses_linesrockcliff_d,7.59E-05,7.59E-05,469.436619,469.436619,6187975.355,eco_coarse_coastalclasses_lines_d_rockcliff,eco_coarse_coastalclasses_linesrockcliff_d,3090700,eco,coarse,coastalclasses,lines,Coastal Classes,rockcliff,d,Rock Cliff,0.008644,0.017288,0.025932,,,Coastal Classes,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_areas_richness_nearshorehabitat_d,0.015734171,0.015734171,20094194.72,20094194.72,1277105371,eco_areas_richness_nearshorehabitat_d,eco_areas_richness_nearshorehabitat_d,3020300,eco,areas,richness,nearshorehabitat,nearshore,,d,Habitat Richness,0.1,0.2,0.3,,,Richness,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_inverts_clambutter_records_d,0,0.006275183,0,920890.929,146751251.8,eco_inverts_clambutter_records_d,eco_inverts_clambutter_records_d,7420100,eco,inverts,clambutter,records,records,,d,Butter clams,0.2,0.3,0.4,,,Butter clams,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_salmonchum_diversity_d,0,0.000442422,0,0.007269011,16.43002527,eco_fish_salmonchum_diversity_d,eco_fish_salmonchum_diversity_d,6590300,eco,fish,salmonchum,diversity,diversity hotspot,,d,Chum Salmon,0.2,0.3,0.4,,,Chum salmon,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_geomorphicunits_polygonsshelfdepression_d,2.96E-05,2.96E-05,567349.2298,567349.2298,19173177716,eco_coarse_geomorphicunits_polygons_d_shelfdepression,eco_coarse_geomorphicunits_polygonsshelfdepression_d,3030700,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfdepression,d,Shelf depression,0.025082,0.050164,0.075246,,,Geomorphic Units,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_plants_bullkelp_polygons_d,0.024757484,0.024757484,2404406.106,2404406.106,97118353.29,eco_plants_bullkelp_polygons_d,eco_plants_bullkelp_polygons_d,4020100,eco,plants,bullkelp,polygons,Distribution,,d,Bull Kelp,0.2,0.3,0.4,,,Bull Kelp,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_areas_estuaries_polygons_d,0.000214257,0.000252067,67664.88835,79605.751,315812373.5,eco_areas_estuaries_polygons_d,eco_areas_estuaries_polygons_d,3010700,eco,areas,estuaries,polygons,polygons,,d,Estuaries,0.2,0.4,0.6,,,Estuaries,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_solerex_syn_m,0.000236348,0.000236348,76.42569225,76.42569225,323361,eco_fish_solerex_syn_m,eco_fish_solerex_syn_m,6380100,eco,fish,solerex,syn,Research CPUE,,m,Rex Sole,0.1,0.15,0.2,,,Rex Sole,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_mammals_harbourseal_haulouts_m,0.000849747,0.000999703,93522.49101,110026.46,110059169.1,eco_mammals_harbourseal_haulouts_m,eco_mammals_harbourseal_haulouts_m,8110100,eco,mammals,harbourseal,haulouts,Haulouts,,m,Harbour Seal,0.4,0.5,0.6,,,Harbour seal,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_inverts_geoduck_records_d,0,0.013364108,0,24247050.71,1814341118,eco_inverts_geoduck_records_d,eco_inverts_geoduck_records_d,7360100,eco,inverts,geoduck,records,records,,d,Geoduck,0.2,0.3,0.4,,,Geoduck,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_geomorphicunits_polygonsfjordmound_d,2.39E-07,2.39E-07,429.9382667,429.9382667,1800956275,eco_coarse_geomorphicunits_polygons_d_fjordmound,eco_coarse_geomorphicunits_polygonsfjordmound_d,3030400,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjordmound,d,Fjord mound,0.081137,0.162274,0.243411,,,Geomorphic Units,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_bottompatches_polygonshard_d,0.002632696,0.003097289,11228307.3,13209773.29,4264947048,eco_coarse_bottompatches_polygons_d_hard,eco_coarse_bottompatches_polygonshard_d,3050100,eco,coarse,bottompatches,polygons,Bottom Patches,hard,d,Hard substrate,0.1,0.2,0.3,,,Bottom Patches,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_halibut_phmasynsab_m,0,0.001001252,0,448.9371999,448376,eco_fish_halibut_phmasynsab_m,eco_fish_halibut_phmasynsab_m,6050100,eco,fish,halibut,phmasynsab,Research CPUE,,m,Pacific Halibut ,0.1,0.15,0.2,,,Pacific Halibut ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_rockfishcopper_phmasyn_m,0,0.002574006,0,356.2167325,138390,eco_fish_rockfishcopper_phmasyn_m,eco_fish_rockfishcopper_phmasyn_m,6130100,eco,fish,rockfishcopper,phmasyn,Research CPUE,,m,Copper Rockfish,0.2,0.3,0.4,,,Copper rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_plants_bullkelp_biobands_d,0.007738306,0.007738306,59729.59921,59729.59921,7718691.344,eco_plants_bullkelp_biobands_d,eco_plants_bullkelp_biobands_d,4020200,eco,plants,bullkelp,biobands,Biobands,,d,Bull Kelp,0.2,0.3,0.4,,,Bull Kelp,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_inverts_pennatulacea_model_d,5.79E-05,6.82E-05,0.823608859,0.968951599,14217.02056,eco_inverts_pennatulacea_model_d,eco_inverts_pennatulacea_model_d,7380200,eco,inverts,pennatulacea,model,predicted habitat,,d,Sea pens,0.2,0.3,0.4,,,Sea pens,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_mammals_seaotter_modeledhabitat_d,0.004325781,0.007209635,17804758.02,29674596.7,4115963951,eco_mammals_seaotter_modeledhabitat_d,eco_mammals_seaotter_modeledhabitat_d,8150100,eco,mammals,seaotter,modeledhabitat,Modeled Habitat,,d,Sea Otter,0.4,0.5,0.6,,,Sea otter,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_dogfish_phmasyn_m,0,0.001076839,0,464.3276416,431195,eco_fish_dogfish_phmasyn_m,eco_fish_dogfish_phmasyn_m,6020100,eco,fish,dogfish,phmasyn,Research CPUE,,m,Spiny Dogfish,0.1,0.15,0.2,,,Spiny Dogfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_coarse_coastalclasses_linesgravelflat_d,0.000445483,0.000445483,70.18412587,70.18412587,157545.9906,eco_coarse_coastalclasses_lines_d_gravelflat,eco_coarse_coastalclasses_linesgravelflat_d,3090400,eco,coarse,coastalclasses,lines,Coastal Classes,gravelflat,d,Gravel Flat,0.053115,0.10623,0.159345,,,Coastal Classes,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_birds_seabirds_ia_d,9.98E-05,9.98E-05,2270910.93,2270910.93,22764135593,eco_birds_seabirds_ia_d,eco_birds_seabirds_ia_d,5170100,eco,birds,seabirds,ia,Important Area,,d,Seabirds^,0,0,0,,^,Seabirds,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_arrowtooth_phmasynsab_m,0.000853805,0.000853805,360.8300189,360.8300189,422614,eco_fish_arrowtooth_phmasynsab_m,eco_fish_arrowtooth_phmasynsab_m,6010100,eco,fish,arrowtooth,phmasynsab,Research CPUE,,m,Arrowtooth Flounder,0.1,0.15,0.2,,,Arrowtooth flounder,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,Hecate Strait,eco_fish_solepetrale_syn_m,0.000756958,0.000756958,207.2535328,207.2535328,273798,eco_fish_solepetrale_syn_m,eco_fish_solepetrale_syn_m,6370100,eco,fish,solepetrale,syn,Research CPUE,,m,Petrale Sole ,0.1,0.15,0.2,,,Petrale sole ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_furseal_ia_d,6.95E-05,8.18E-05,1286957.464,1514067.605,18514873962,eco_mammals_furseal_ia_d,eco_mammals_furseal_ia_d,8130100,eco,mammals,furseal,ia,Important Areas,,d,Northern fur seal^,0,0,0,,^,Northern fur seal,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_skatebig_phmasyn_m,0,5.64E-05,0,16.87645209,299313,eco_fish_skatebig_phmasyn_m,eco_fish_skatebig_phmasyn_m,6320100,eco,fish,skatebig,phmasyn,Research CPUE,,m,Big Skate ,0.4,0.5,0.6,,,Big Skate ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_geomorphicunits_polygonsshelfcrest_d,7.35E-07,7.35E-07,5546.722816,5546.722816,7545151349,eco_coarse_geomorphicunits_polygons_d_shelfcrest,eco_coarse_geomorphicunits_polygonsshelfcrest_d,3030600,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfcrest,d,Shelf crest,0.039889,0.079778,0.119667,,,Geomorphic Units,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_seastarsunflower_records_d,0.0004379,0.0004379,317549.5727,317549.5727,725165214.9,eco_inverts_seastarsunflower_records_d,eco_inverts_seastarsunflower_records_d,7410100,eco,inverts,seastarsunflower,records,records,,d,Sunflower sea star,0.2,0.3,0.4,,,Sunflower sea star,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_scleractinia_model_d,1.11E-05,1.30E-05,0.299688356,0.352574537,27039.09662,eco_inverts_scleractinia_model_d,eco_inverts_scleractinia_model_d,7430100,eco,inverts,scleractinia,model,predicted habitat,,d,Hard or stony corals,0.2,0.3,0.4,,,Hand or stony corals,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_sablefish_phmasynsab_m,0,5.96E-05,0,24.72222992,414463,eco_fish_sablefish_phmasynsab_m,eco_fish_sablefish_phmasynsab_m,6300100,eco,fish,sablefish,phmasynsab,Research CPUE,,m,Sablefish,0.1,0.15,0.2,,,Sablefish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_killerwhaletransient_hsi_d,6.43E-05,6.43E-05,1891148.254,1891148.254,29407930625,eco_mammals_killerwhaletransient_hsi_d,eco_mammals_killerwhaletransient_hsi_d,8090100,eco,mammals,killerwhaletransient,hsi,Habitat of Special Importance,,d,Killer Whale - Transients^,0,0,0,,^,Orca NE Pacific Transients,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_skatelongnose_phmasyn_m,0,5.23E-05,0,21.76791538,416551,eco_fish_skatelongnose_phmasyn_m,eco_fish_skatelongnose_phmasyn_m,6330100,eco,fish,skatelongnose,phmasyn,Research CPUE,,m,Longnose Skate,0.2,0.3,0.4,,,Longnose skate,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_clamhorse_records_d,0.001398004,0.001644711,1190266.143,1400313.109,851403844.6,eco_inverts_clamhorse_records_d,eco_inverts_clamhorse_records_d,7470100,eco,inverts,clamhorse,records,records,,d,Horse clam,0.2,0.3,0.4,,,Horse clam,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_birds_loongrebe_density_d,5.55E-06,6.53E-06,0.095031463,0.111801721,17130.04888,eco_birds_loongrebe_density_d,eco_birds_loongrebe_density_d,5290100,eco,birds,loongrebe,density,density - yr round,,d,Loon/Grebe,0.1,0.15,0.2,,,Loon/Grebe,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_shrimpsidestripe_records_d,1.63E-06,1.92E-06,6310.26653,7423.842976,3874669022,eco_inverts_shrimpsidestripe_records_d,eco_inverts_shrimpsidestripe_records_d,7300100,eco,inverts,shrimpsidestripe,records,records,,d,Sidestripe shrimp^,0,0,0,,^,Sidestripe shrimp,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_shrimpsmoothpink_records_d,2.26E-06,2.26E-06,7423.842976,7423.842976,3291260962,eco_inverts_shrimpsmoothpink_records_d,eco_inverts_shrimpsmoothpink_records_d,7340100,eco,inverts,shrimpsmoothpink,records,records,,d,Smooth pink shrimp^,0,0,0,,^,Smooth pink shrimp,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_soledover_syn_m,1.96E-05,1.96E-05,6.290777129,6.290777129,321287,eco_fish_soledover_syn_m,eco_fish_soledover_syn_m,6360100,eco,fish,soledover,syn,Research CPUE,,m,Dover Sole ,0.1,0.15,0.2,,,Dover sole ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_rockfishcopper_phmasyn_m,0,0.000122595,0,16.96589496,138390,eco_fish_rockfishcopper_phmasyn_m,eco_fish_rockfishcopper_phmasyn_m,6130100,eco,fish,rockfishcopper,phmasyn,Research CPUE,,m,Copper Rockfish,0.2,0.3,0.4,,,Copper rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_pennatulacea_trawlsyn_d,2.54E-05,2.99E-05,6.212012777,7.308250325,244555,eco_inverts_pennatulacea_trawlsyn_d,eco_inverts_pennatulacea_trawlsyn_d,7380100,eco,inverts,pennatulacea,trawlsyn,Survey and Fishery CPUE,,d,Sea pens,0.2,0.3,0.4,,,Sea pens,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_rockfishchina_phma_m,0,1.46E-05,0,1.725455618,117949,eco_fish_rockfishchina_phma_m,eco_fish_rockfishchina_phma_m,6120100,eco,fish,rockfishchina,phma,Research CPUE,,m,China Rockfish,0.2,0.3,0.4,,,China rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_birds_shorebirdrock_density_d,2.74E-05,2.74E-05,0.170108535,0.170108535,6212.09654,eco_birds_shorebirdrock_density_d,eco_birds_shorebirdrock_density_d,5330100,eco,birds,shorebirdrock,density,density - yr round,,d,Shorebird (rocky),0.1,0.15,0.2,,,Shorebird (rocky),no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_killerwhaleresident_ia_d,8.05E-05,8.05E-05,1863469.919,1863469.919,23141217907,eco_mammals_killerwhaleresident_ia_d,eco_mammals_killerwhaleresident_ia_d,8060400,eco,mammals,killerwhaleresident,ia,Important Areas,,d,Killer Whale - Northern Residents^,0,0,0,,^,Orca NE Pacific Northern Residents,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_solerex_syn_m,1.94E-05,1.94E-05,6.271682571,6.271682571,323361,eco_fish_solerex_syn_m,eco_fish_solerex_syn_m,6380100,eco,fish,solerex,syn,Research CPUE,,m,Rex Sole,0.1,0.15,0.2,,,Rex Sole,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_ecosections_polygonsncf_d,0.000202551,0.000202551,1891148.254,1891148.254,9336663490,eco_coarse_ecosections_polygons_d_ncf,eco_coarse_ecosections_polygonsncf_d,3060500,eco,coarse,ecosections,polygons,Ecosections,ncf,d,North Coast Fjords,0.031586,0.063172,0.094758,,,Ecosections,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_coastalclasses_linesundefined_d,0.008458022,0.008458022,9127.383844,9127.383844,1079139.277,eco_coarse_coastalclasses_lines_d_undefined,eco_coarse_coastalclasses_linesundefined_d,3091400,eco,coarse,coastalclasses,lines,Coastal Classes,undefined,d,Undefined,0,0,0,,,Coastal Classes,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_geoduck_records_d,0,0.000987228,0,1791169.012,1814341118,eco_inverts_geoduck_records_d,eco_inverts_geoduck_records_d,7360100,eco,inverts,geoduck,records,records,,d,Geoduck,0.2,0.3,0.4,,,Geoduck,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_birds_murrelgalcid_density_d,0,2.52E-05,0,0.755348779,29921.26213,eco_birds_murrelgalcid_density_d,eco_birds_murrelgalcid_density_d,5250100,eco,birds,murrelgalcid,density,density - yr round,,d,Murres/Large Alcids,0.1,0.15,0.2,,,Murres/Large Alcids,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_prawn_records_d,0,2.68E-05,0,340987.9328,12727061153,eco_inverts_prawn_records_d,eco_inverts_prawn_records_d,7350100,eco,inverts,prawn,records,records,,d,Spot prawn^,0,0,0,,^,Prawn,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_rockfishcanary_phmasyn_m,8.89E-05,0.000104639,30.58408028,35.98127092,343860,eco_fish_rockfishcanary_phmasyn_m,eco_fish_rockfishcanary_phmasyn_m,6110100,eco,fish,rockfishcanary,phmasyn,Research CPUE,,m,Canary Rockfish,0.1,0.15,0.2,,,Canary Rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_finwhale_hsi_d,1.66E-06,1.96E-06,57382.83639,67509.21928,34511805186,eco_mammals_finwhale_hsi_d,eco_mammals_finwhale_hsi_d,8180300,eco,mammals,finwhale,hsi,Habitat of Special Importance,,d,Fin Whale^,0,0,0,,^,Fin whale,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_humpbackwhale_density_d,2.57E-05,3.03E-05,4.135337131,4.865102507,160750.5051,eco_mammals_humpbackwhale_density_d,eco_mammals_humpbackwhale_density_d,8200100,eco,mammals,humpbackwhale,density,density,,d,Humpback Whale,0.1,0.15,0.2,,,Humpback Whale,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_geomorphicunits_polygonsfjordmound_d,4.62E-05,4.62E-05,83142.93851,83142.93851,1800956275,eco_coarse_geomorphicunits_polygons_d_fjordmound,eco_coarse_geomorphicunits_polygonsfjordmound_d,3030400,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjordmound,d,Fjord mound,0.081137,0.162274,0.243411,,,Geomorphic Units,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_dogfish_phmasyn_m,0,0.000114355,0,49.30924783,431195,eco_fish_dogfish_phmasyn_m,eco_fish_dogfish_phmasyn_m,6020100,eco,fish,dogfish,phmasyn,Research CPUE,,m,Spiny Dogfish,0.1,0.15,0.2,,,Spiny Dogfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_plants_giantkelp_polygons_d,0.000895973,0.000895973,29601.41677,29601.41677,33038283.54,eco_plants_giantkelp_polygons_d,eco_plants_giantkelp_polygons_d,4030100,eco,plants,giantkelp,polygons,Distribution,,d,Giant Kelp,0.2,0.3,0.4,,,Giant Kelp,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_areas_highrugosity_polygons_d,6.03E-05,6.03E-05,1283428.807,1283428.807,21277886447,eco_areas_highrugosity_polygons_d,eco_areas_highrugosity_polygons_d,3010100,eco,areas,highrugosity,polygons,polygons,,d,High Rugosity,0.2,0.4,0.6,,,High Rugosity,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_purplerockscallop_records_d,0.002671283,0.003142685,297646.4724,350172.3205,111424552.5,eco_inverts_purplerockscallop_records_d,eco_inverts_purplerockscallop_records_d,7100100,eco,inverts,purplerockscallop,records,records,,d,Purple-hinged rock scallop^,0,0,0,,^,Purple-hinged rock scallop,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_plants_chlorophylla_bloom_d,1.44E-06,1.44E-06,1.212026463,1.212026463,843583,eco_plants_chlorophylla_bloom_d,eco_plants_chlorophylla_bloom_d,4010200,eco,plants,chlorophylla,bloom,Chlorophyll A Blooms,,d,Phytoplankton^,0,0,0,1,^,Phytoplankton,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_pacificcod_phmasyn_m,7.90E-05,7.90E-05,32.36568057,32.36568057,409647,eco_fish_pacificcod_phmasyn_m,eco_fish_pacificcod_phmasyn_m,6080100,eco,fish,pacificcod,phmasyn,Research CPUE,,m,Pacific Cod ,0.1,0.15,0.2,,,Pacific Cod ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_bottompatches_polygonssoft_d,0,5.20E-05,0,430731.8218,8291133196,eco_coarse_bottompatches_polygons_d_soft,eco_coarse_bottompatches_polygonssoft_d,3050300,eco,coarse,bottompatches,polygons,Bottom Patches,soft,d,Soft substrate,0.073,0.146,0.219,,,Bottom Patches,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_birds_seaduck_densitystaging_d,4.68E-06,5.51E-06,0.076059366,0.089481607,16251.15798,eco_birds_seaduck_densitystaging_d,eco_birds_seaduck_densitystaging_d,5280200,eco,birds,seaduck,densitystaging,density - staging,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_bottompatches_polygonshard_d,0.000250053,0.00029418,1066462.449,1254661.704,4264947048,eco_coarse_bottompatches_polygons_d_hard,eco_coarse_bottompatches_polygonshard_d,3050100,eco,coarse,bottompatches,polygons,Bottom Patches,hard,d,Hard substrate,0.1,0.2,0.3,,,Bottom Patches,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_scallops_syn_d,0.000192573,0.000226556,12.82399722,15.08705556,66593,eco_inverts_scallops_syn_d,eco_inverts_scallops_syn_d,7480100,eco,inverts,scallops,syn,Research CPUE,,d,Pink and Spiny Scallops,0.1,0.15,0.2,,,Scallops,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_halibut_phmasynsab_m,0,7.20E-05,0,32.29886094,448376,eco_fish_halibut_phmasynsab_m,eco_fish_halibut_phmasynsab_m,6050100,eco,fish,halibut,phmasynsab,Research CPUE,,m,Pacific Halibut ,0.1,0.15,0.2,,,Pacific Halibut ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_birds_gooseswan_density_m,0.000873681,0.00102786,10.92075168,12.84794316,12499.70234,eco_birds_gooseswan_density_m,eco_birds_gooseswan_density_m,5270100,eco,birds,gooseswan,density,density - yr round,,m,Goose/Swan,0.1,0.15,0.2,,,Goose/Swan,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_rockfishquillback_phmasyn_m,0,7.54E-05,0,22.49407371,298316,eco_fish_rockfishquillback_phmasyn_m,eco_fish_rockfishquillback_phmasyn_m,6170100,eco,fish,rockfishquillback,phmasyn,Research CPUE,,m,Quillback Rockfish,0.2,0.3,0.4,,,Quillback Rockfish,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_mammals_pacificwhitesideddolphin_density_d,3.12E-05,3.67E-05,1.84930228,2.175649742,59330.1707,eco_mammals_pacificwhitesideddolphin_density_d,eco_mammals_pacificwhitesideddolphin_density_d,8040100,eco,mammals,pacificwhitesideddolphin,density,density,,d,Pacific White-sided Dolphin,0.1,0.15,0.2,,,Pacific white-sided dolphin,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_pennatulacea_model_d,9.85E-06,1.16E-05,0.140102721,0.164826731,14217.02056,eco_inverts_pennatulacea_model_d,eco_inverts_pennatulacea_model_d,7380200,eco,inverts,pennatulacea,model,predicted habitat,,d,Sea pens,0.2,0.3,0.4,,,Sea pens,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_coarse_ecosections_polygons_d,3.10E-06,3.10E-06,1891148.265,1891148.265,6.10E+11,eco_coarse_ecosections_polygons_d,eco_coarse_ecosections_polygons_d,3060100-3060800,eco,coarse,ecosections,polygons,polygons,,d,Ecosections,0,0,0,,^,Ecosections,yes
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_fish_rockfishyellowtail_phmasyn_m,0.000144587,0.000144587,44.97017893,44.97017893,311026,eco_fish_rockfishyellowtail_phmasyn_m,eco_fish_rockfishyellowtail_phmasyn_m,6290100,eco,fish,rockfishyellowtail,phmasyn,Research CPUE,,m,Yellowtail Rockfish ,0.1,0.15,0.2,,,Yellowtail rockfish ,no
pro_banksniiluutiksmconservancy,Banks Nii Luutiksm Conservancy,NC,North Coast Fjords,eco_inverts_antipatharia_model_d,2.29E-06,2.69E-06,0.018280633,0.021506628,7983.246108,eco_inverts_antipatharia_model_d,eco_inverts_antipatharia_model_d,7020100,eco,inverts,antipatharia,model,predicted habitat,,d,Black corals,0.2,0.3,0.4,,,Black corals,no
