UID,name,subregion,ecosection,CP,proportion_scaled,proportion_unscaled,value_scaled,value_unscaled,total_value,Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,featuretype for SS,attributetype,datatype,featurename for SS analysis,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval,Replication method,Replication_All species_areas,Replication_All species_Seabirds,Replication_All species_fish,Replication_All species_invertebrates,Replication_All species_plants and algae,Replication_All species_marine mammals_reptiles,Replication_Habitat classes_Biophysical units,Replication_Habitat classes_Bottom patches,Replication_Habitat classes_Ecosections,Replication_Habitat classes_Geomorphic units,Replication_Habitat classes_Ocean regions,Replication_Habitat classes_EBSAs,Conservation_concern_features,Habitat_feature_count_metric,Species_feature_count_metric,Ecological Intactness_upper predator,Ecological Intactness_mammals,Ecological Intactness_forage species,Ecological Intactness_habitat forming,Ecological Intactness_Bird species,Ecological Intactness_nutrient exchangers,significant_area_feature_count ,scaled_updated_2020Sep3
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_petrelphalarope_density_d,0.0,0.0,0.0,0.0,10991.6841826439,eco_birds_petrelphalarope_density_d,eco_birds_petrelphalarope_density_d,5220100,eco,birds,petrelphalarope,density,density - yr round,,d,Storm Petrel,0.1,0.15,0.2,,,Storm Petrel,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_coarse_ecosections_polygons_d,8.701627682171801e-06,8.701627682171801e-06,5310555.2007283,5310555.2007283,610294463828.7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_fish_salmoncoho_diversity_d,0.025281226945192237,0.025281226945192237,0.313619020589824,0.313619020589824,12.4052136104678,eco_fish_salmoncoho_diversity_d,eco_fish_salmoncoho_diversity_d,6590400,eco,fish,salmoncoho,diversity,diversity hotspot,,d,Coho Salmon,0.2,0.3,0.4,,,Coho Salmon,no,Density,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_fish_salmonpinkeven_diversity_d,0.008724826720442152,0.008724826720442152,0.0475898433084577,0.0475898433084577,5.45453162948845,eco_fish_salmonpinkeven_diversity_d,eco_fish_salmonpinkeven_diversity_d,6590600,eco,fish,salmonpinkeven,diversity,diversity hotspot,,d,Pink Salmon (even),0.2,0.3,0.4,,,Pink salmon (even),no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_albatross_density_m,0.0,0.0,0.0,0.0,5989.04748678207,eco_birds_albatross_density_m,eco_birds_albatross_density_m,5200100,eco,birds,albatross,density,density - yr round,,m,Albatrosses,0.1,0.15,0.2,,,Albatrosses,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesgravelbeach_d,0.00020747194660106642,0.00020747194660106642,222.592976272833,222.592976272833,1072882.28562699,eco_coarse_coastalclasses_lines_d_gravelbeach,eco_coarse_coastalclasses_linesgravelbeach_d,3090300,eco,coarse,coastalclasses,lines,Coastal Classes,gravelbeach,d,Gravel Beach,0.020697999999999998,0.041395999999999995,0.062094,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_shorebirdrock_density_d,0.0,0.0,0.0,0.0,6212.09649968147,eco_birds_shorebirdrock_density_d,eco_birds_shorebirdrock_density_d,5330100,eco,birds,shorebirdrock,density,density - yr round,,d,Shorebird (rocky),0.1,0.15,0.2,,,Shorebird (rocky),no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_fish_eulachon_spawn_d,0.0029808941375767755,0.0029808941375767755,5293138.77072878,5293138.77072878,1775688275.5426102,eco_fish_eulachon_spawn_d,eco_fish_eulachon_spawn_d,6030100,eco,fish,eulachon,spawn,Important Areas - spawn,,d,Eulachon,0.4,0.5,0.6,,,Eulachon,no,Area,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_mammals_killerwhaletransient_hsi_d,0.00018058241732238776,0.00018058241732238776,5310555.2007283,5310555.2007283,29407930625.0926,eco_mammals_killerwhaletransient_hsi_d,eco_mammals_killerwhaletransient_hsi_d,8090100,eco,mammals,killerwhaletransient,hsi,Habitat of Special Importance,,d,Killer Whale - Transients^,0.0,0.0,0.0,,^,Orca NE Pacific Transients,no,no target,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_coarse_coastalclasses_linessandflat_d,0.004533662124117328,0.004533662124117328,5917.038014991371,5917.038014991371,1305134.31592421,eco_coarse_coastalclasses_lines_d_sandflat,eco_coarse_coastalclasses_linessandflat_d,3091300,eco,coarse,coastalclasses,lines,Coastal Classes,sandflat,d,Sand Flat,0.017821,0.035642,0.053463,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_gull_densitywinter_m,0.0,0.0,0.0,0.0,1365.9890418052698,eco_birds_gull_densitywinter_m,eco_birds_gull_densitywinter_m,5260200,eco,birds,gull,densitywinter,density in winter,,m,Gulls,0.1,0.15,0.2,,,Gulls,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_fish_salmonsockeye_diversity_d,0.011571406432839307,0.011571406432839307,0.0525831628204236,0.0525831628204236,4.54423264152179,eco_fish_salmonsockeye_diversity_d,eco_fish_salmonsockeye_diversity_d,6590700,eco,fish,salmonsockeye,diversity,diversity hotspot,,d,Sockeye Salmon,0.2,0.3,0.4,,,Sockeye salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonsmixed_d,2.806790248602959e-06,2.806790248602959e-06,17360.186870475,17360.186870475,6185067401.8537,eco_coarse_bottompatches_polygons_d_mixed,eco_coarse_bottompatches_polygonsmixed_d,3050200,eco,coarse,bottompatches,polygons,Bottom Patches,mixed,d,Mixed substrate,0.081,0.162,0.243,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_gooseswan_densitywinter_m,0.003614718832448166,0.003614718832448166,19.9478418911325,19.9478418911325,5518.50443029404,eco_birds_gooseswan_densitywinter_m,eco_birds_gooseswan_densitywinter_m,5270200,eco,birds,gooseswan,densitywinter,density in winter,,m,Goose/Swan,0.1,0.15,0.2,,,Goose/Swan,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_coarse_coastalclasses_linessandgravelflatfan_d,0.002072075731401555,0.002072075731401555,3443.6456599832,3443.6456599832,1661930.4052433998,eco_coarse_coastalclasses_lines_d_sandgravelflatfan,eco_coarse_coastalclasses_linessandgravelflatfan_d,3091100,eco,coarse,coastalclasses,lines,Coastal Classes,sandgravelflatfan,d,Sand and Gravel Flat or Fan,0.015976,0.031952,0.047928,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_shorebirdsand_density_d,0.0,0.0,0.0,0.0,1058.16578817368,eco_birds_shorebirdsand_density_d,eco_birds_shorebirdsand_density_d,5340100,eco,birds,shorebirdsand,density,density - yr round,,d,Shorebird (sand)^,0.0,0.0,0.0,,^,Shorebird (sand),no,no target,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_seaduck_densitymoulting_d,0.0,0.0,0.0,0.0,7150.65316104889,eco_birds_seaduck_densitymoulting_d,eco_birds_seaduck_densitymoulting_d,5280100,eco,birds,seaduck,densitymoulting,density - moulting,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_21,S2_SM_Kliniklini_Franklin_Sim_Estuary,NVI,Johnstone Strait,eco_birds_smallalcid_density_d,0.0,0.0,0.0,0.0,13494.6283326149,eco_birds_smallalcid_density_d,eco_birds_smallalcid_density_d,5240100,eco,birds,smallalcid,density,density - yr round,,d,Small Alcids,0.1,0.15,0.2,,,Small Alcids,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_herring_spawn_d,0.005428336461684336,0.005428336461684336,1328902.62002531,1328902.62002531,244808447.192857,eco_fish_herring_spawn_d,eco_fish_herring_spawn_d,6060100,eco,fish,herring,spawn,spawn habitat index,,d,Pacific Herring ,0.2,0.3,0.4,,,Pacific herring ,no,Density,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_loongrebe_densitywinter_d,0.002977767254093237,0.003503255593050868,12.879118960040008,15.151904658870599,4325.0925478935205,eco_birds_loongrebe_densitywinter_d,eco_birds_loongrebe_densitywinter_d,5290200,eco,birds,loongrebe,densitywinter,density in winter,,d,Loon/Grebe,0.1,0.15,0.2,,,Loon/Grebe,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesmudflat_d,0.001640372026307163,0.001640372026307163,177.601733398461,177.601733398461,108269.1795216,eco_coarse_coastalclasses_lines_d_mudflat,eco_coarse_coastalclasses_linesmudflat_d,3090600,eco,coarse,coastalclasses,lines,Coastal Classes,mudflat,d,Mud Flat,0.06355,0.1271,0.19065,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesrockcliff_d,0.0006445875812390793,0.0006445875812390793,3988.5988247828996,3988.5988247828996,6187830.70116816,eco_coarse_coastalclasses_lines_d_rockcliff,eco_coarse_coastalclasses_linesrockcliff_d,3090700,eco,coarse,coastalclasses,lines,Coastal Classes,rockcliff,d,Rock Cliff,0.008643999999999999,0.017287999999999998,0.025932,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmonpinkodd_diversity_d,7.800565647313832e-06,7.800565647313832e-06,5.70686177992381e-05,5.70686177992381e-05,7.315958916247309,eco_fish_salmonpinkodd_diversity_d,eco_fish_salmonpinkodd_diversity_d,6590500,eco,fish,salmonpinkodd,diversity,diversity hotspot,,d,Pink Salmon (odd),0.2,0.3,0.4,,,Pink salmon (odd),no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmonchum_diversity_d,1.599705474401631e-05,1.599705474401631e-05,0.000262832013744892,0.000262832013744892,16.4300252734463,eco_fish_salmonchum_diversity_d,eco_fish_salmonchum_diversity_d,6590300,eco,fish,salmonchum,diversity,diversity hotspot,,d,Chum Salmon,0.2,0.3,0.4,,,Chum salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_gull_density_m,0.0,0.0,0.0,0.0,5719.24769496918,eco_birds_gull_density_m,eco_birds_gull_density_m,5260100,eco,birds,gull,density,density - yr round,,m,Gulls,0.1,0.15,0.2,,,Gulls,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_cormorant_density_m,0.0,0.0,0.0,0.0,6742.00041294098,eco_birds_cormorant_density_m,eco_birds_cormorant_density_m,5300100,eco,birds,cormorant,density,density - yr round,,m,Double-crested cormorant,0.1,0.15,0.2,,,Double-crested cormorant,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_loongrebe_density_d,0.0006583048520389268,0.0007744762965163843,11.27605012761765,13.265941326609001,17128.9184527397,eco_birds_loongrebe_density_d,eco_birds_loongrebe_density_d,5290100,eco,birds,loongrebe,density,density - yr round,,d,Loon/Grebe,0.1,0.15,0.2,,,Loon/Grebe,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_mamu_densitywinter_d,0.0,0.0,0.0,0.0,394.525189638138,eco_birds_mamu_densitywinter_d,eco_birds_mamu_densitywinter_d,5310200,eco,birds,mamu,densitywinter,density in winter,,d,Marbled Murrelet,0.1,0.15,0.2,,,Marbled Murrelet,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_ecosections_polygonsjs_d,0.013899863536487915,0.013899863536487915,28025885.318583198,28025885.318583198,2016270537.11813,eco_coarse_ecosections_polygons_d_js,eco_coarse_ecosections_polygonsjs_d,3060100,eco,coarse,ecosections,polygons,Ecosections,js,d,Johnstone Strait,0.07142000000000001,0.14284000000000002,0.21425999999999998,,,Ecosections,no,Area,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_seaduck_densitywinter_d,0.002052337823835241,0.002414515086864989,21.509034342660804,25.304746285483304,10480.2601661682,eco_birds_seaduck_densitywinter_d,eco_birds_seaduck_densitywinter_d,5280300,eco,birds,seaduck,densitywinter,density in winter,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_areas_estuaries_polygons_d,1.931523524183805e-05,2.272380616686829e-05,6096.9685956719795,7172.904230202329,315655932.704643,eco_areas_estuaries_polygons_d,eco_areas_estuaries_polygons_d,3010700,eco,areas,estuaries,polygons,polygons,,d,Estuaries,0.2,0.4,0.6,,,Estuaries,no,Area,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_smallalcid_densitywinter_d,0.0,0.0,0.0,0.0,342.535910129547,eco_birds_smallalcid_densitywinter_d,eco_birds_smallalcid_densitywinter_d,5240200,eco,birds,smallalcid,densitywinter,density in winter,,d,Small Alcids,0.1,0.15,0.2,,,Small Alcids,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_mamu_density_d,0.0002098198511723992,0.0002468468837322344,3.2869859169950377,3.8670422552882795,15665.7527809143,eco_birds_mamu_density_d,eco_birds_mamu_density_d,5310100,eco,birds,mamu,density,density - yr round,,d,Marbled Murrelet,0.1,0.15,0.2,,,Marbled Murrelet,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_cormorant_densitywinter_m,0.0,0.0,0.0,0.0,2173.8053808212303,eco_birds_cormorant_densitywinter_m,eco_birds_cormorant_densitywinter_m,5300200,eco,birds,cormorant,densitywinter,density in winter,,m,Unspecified Cormorant  ,0.1,0.15,0.2,,,Unspecified Cormorant  ,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_puffin_density_d,0.0,0.0,0.0,0.0,2399.66238021851,eco_birds_puffin_density_d,eco_birds_puffin_density_d,5230100,eco,birds,puffin,density,density - yr round,,d,Puffins,0.1,0.15,0.2,,,Puffins,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_pigeonguillemot_density_m,0.0,0.0,0.0,0.0,6389.479493618011,eco_birds_pigeonguillemot_density_m,eco_birds_pigeonguillemot_density_m,5320100,eco,birds,pigeonguillemot,density,density - yr round,,m,Pigeon Guillemot,0.1,0.15,0.2,,,Pigeon Guillemot,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_oceanreg_polygonsmainlandfjords_d,0.0029630007623365146,0.0029630007623365146,28025761.411887202,28025761.411887202,9458573810.75633,eco_coarse_oceanreg_polygons_d_mainlandfjords,eco_coarse_oceanreg_polygonsmainlandfjords_d,3080200,eco,coarse,oceanreg,polygons,Upper Ocean Subregion,mainlandfjords,d,Mainland Fjords,0.045899,0.091798,0.137697,,,ocean reg,no,Area,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_murrelgalcid_density_d,0.0010940244195045672,0.0010940244195045672,32.7345914357374,32.7345914357374,29921.262132852004,eco_birds_murrelgalcid_density_d,eco_birds_murrelgalcid_density_d,5250100,eco,birds,murrelgalcid,density,density - yr round,,d,Murres/Large Alcids,0.1,0.15,0.2,,,Murres/Large Alcids,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_inverts_prawn_records_d,0.0013474240829377967,0.0013474240829377967,17148748.702241197,17148748.702241197,12727061152.7528,eco_inverts_prawn_records_d,eco_inverts_prawn_records_d,7350100,eco,inverts,prawn,records,records,,d,Spot prawn^,0.0,0.0,0.0,,^,Prawn,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_shearwaterfulmar_density_d,0.0,0.0,0.0,0.0,23993.4004516602,eco_birds_shearwaterfulmar_density_d,eco_birds_shearwaterfulmar_density_d,5210100,eco,birds,shearwaterfulmar,density,density - yr round,,d,Shearwaters and Fulmars,0.1,0.15,0.2,,,Shearwaters and Fulmars,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_murrelgalcid_densitywinter_d,0.0,0.0,0.0,0.0,5181.52568864822,eco_birds_murrelgalcid_densitywinter_d,eco_birds_murrelgalcid_densitywinter_d,5250200,eco,birds,murrelgalcid,densitywinter,density in winter,,d,Murres/Large Alcids,0.1,0.15,0.2,,,Murres/Large Alcids,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_inverts_octopusgiantpacific_records_d,0.0007138640987716503,0.0008398401162019415,6054364.756958312,7122782.06700978,8481116738.29247,eco_inverts_octopusgiantpacific_records_d,eco_inverts_octopusgiantpacific_records_d,7140100,eco,inverts,octopusgiantpacific,records,records,,d,Giant Pacific octopus,0.2,0.3,0.4,,,Giant pacific octopus,no,Point,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmonchinook_diversity_d,7.178561419687281e-05,7.178561419687281e-05,0.0018398240962142398,0.0018398240962142398,25.629426129426196,eco_fish_salmonchinook_diversity_d,eco_fish_salmonchinook_diversity_d,6590200,eco,fish,salmonchinook,diversity,diversity hotspot,,d,Chinook Salmon,0.4,0.5,0.6,,,Chinook salmon,no,Density,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_heron_densitywinter_m,0.004181147403669286,0.004181147403669286,8.418006258050731,8.418006258050731,2013.3244407176999,eco_birds_heron_densitywinter_m,eco_birds_heron_densitywinter_m,5350100,eco,birds,heron,densitywinter,density in winter,,m,Great Blue Heron,0.1,0.15,0.2,,,Great Blue Heron,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonssoft_d,0.000532419710784822,0.0006263761303350846,4414362.738413275,5193367.92754503,8291133196.226359,eco_coarse_bottompatches_polygons_d_soft,eco_coarse_bottompatches_polygonssoft_d,3050300,eco,coarse,bottompatches,polygons,Bottom Patches,soft,d,Soft substrate,0.073,0.146,0.21899999999999997,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_seaduck_densitystaging_d,0.0009664678468291414,0.0011370209962695784,15.698478089561672,18.4687977524255,16243.145740508999,eco_birds_seaduck_densitystaging_d,eco_birds_seaduck_densitystaging_d,5280200,eco,birds,seaduck,densitystaging,density - staging,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesestuary_d,0.00012234374048404563,0.00012234374048404563,119.41902631061501,119.41902631061501,976094.2884216291,eco_coarse_coastalclasses_lines_d_estuary,eco_coarse_coastalclasses_linesestuary_d,3090200,eco,coarse,coastalclasses,lines,Coastal Classes,estuary,d,Estuary (Organics/Fines),0.020145,0.04029,0.060435,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonshard_d,4.359612629224087e-05,5.1289560343812796e-05,185935.17008950972,218747.258928835,4264947046.97197,eco_coarse_bottompatches_polygons_d_hard,eco_coarse_bottompatches_polygonshard_d,3050100,eco,coarse,bottompatches,polygons,Bottom Patches,hard,d,Hard substrate,0.1,0.2,0.3,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmon_biomass_d,7.06473887993159e-06,7.06473887993159e-06,293.761169486724,293.761169486724,41581320.1987118,eco_fish_salmon_biomass_d,eco_fish_salmon_biomass_d,6590100,eco,fish,salmon,biomass,biomass hotspot,,d,Pacific Salmon,0.2,0.3,0.4,,,Pacific salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_gooseswan_density_m,0.0026831181888442106,0.0026831181888442106,33.5381762026833,33.5381762026833,12499.701407909399,eco_birds_gooseswan_density_m,eco_birds_gooseswan_density_m,5270100,eco,birds,gooseswan,density,density - yr round,,m,Goose/Swan,0.1,0.15,0.2,,,Goose/Swan,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_gull_densitywinter_m,0.0,0.0,0.0,0.0,1365.9890418052698,eco_birds_gull_densitywinter_m,eco_birds_gull_densitywinter_m,5260200,eco,birds,gull,densitywinter,density in winter,,m,Gulls,0.1,0.15,0.2,,,Gulls,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_petrelphalarope_density_d,0.0,0.0,0.0,0.0,10991.6841826439,eco_birds_petrelphalarope_density_d,eco_birds_petrelphalarope_density_d,5220100,eco,birds,petrelphalarope,density,density - yr round,,d,Storm Petrel,0.1,0.15,0.2,,,Storm Petrel,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_ecosections_polygons_d,4.592190652158383e-05,4.592190652158383e-05,28025885.318583198,28025885.318583198,610294463828.7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmoncoho_diversity_d,3.897905571400552e-05,3.897905571400552e-05,0.000483543512466564,0.000483543512466564,12.4052136104678,eco_fish_salmoncoho_diversity_d,eco_fish_salmoncoho_diversity_d,6590400,eco,fish,salmoncoho,diversity,diversity hotspot,,d,Coho Salmon,0.2,0.3,0.4,,,Coho Salmon,no,Density,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_fish_salmonpinkeven_diversity_d,5.353999035386405e-06,5.353999035386405e-06,2.9203557082765804e-05,2.9203557082765804e-05,5.45453162948845,eco_fish_salmonpinkeven_diversity_d,eco_fish_salmonpinkeven_diversity_d,6590600,eco,fish,salmonpinkeven,diversity,diversity hotspot,,d,Pink Salmon (even),0.2,0.3,0.4,,,Pink salmon (even),no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_birds_albatross_density_m,0.0,0.0,0.0,0.0,5989.04748678207,eco_birds_albatross_density_m,eco_birds_albatross_density_m,5200100,eco,birds,albatross,density,density - yr round,,m,Albatrosses,0.1,0.15,0.2,,,Albatrosses,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_20,S2_SM_Head_Knight_Inlet,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesgravelbeach_d,0.0038470970252904657,0.0038470970252904657,4127.48224952243,4127.48224952243,1072882.28562699,eco_coarse_coastalclasses_lines_d_gravelbeach,eco_coarse_coastalclasses_linesgravelbeach_d,3090300,eco,coarse,coastalclasses,lines,Coastal Classes,gravelbeach,d,Gravel Beach,0.020697999999999998,0.041395999999999995,0.062094,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
