UID,name,subregion,ecosection,CP,proportion_scaled,proportion_unscaled,value_scaled,value_unscaled,total_value,Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,featuretype for SS,attributetype,datatype,featurename for SS analysis,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval,Replication method,Replication_All species_areas,Replication_All species_Seabirds,Replication_All species_fish,Replication_All species_invertebrates,Replication_All species_plants and algae,Replication_All species_marine mammals_reptiles,Replication_Habitat classes_Biophysical units,Replication_Habitat classes_Bottom patches,Replication_Habitat classes_Ecosections,Replication_Habitat classes_Geomorphic units,Replication_Habitat classes_Ocean regions,Replication_Habitat classes_EBSAs,Conservation_concern_features,Habitat_feature_count_metric,Species_feature_count_metric,Ecological Intactness_upper predator,Ecological Intactness_mammals,Ecological Intactness_forage species,Ecological Intactness_habitat forming,Ecological Intactness_Bird species,Ecological Intactness_nutrient exchangers,significant_area_feature_count ,scaled_updated_2020Sep3
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_loongrebe_densitywinter_d,0.0008228961662103427,0.0009681131367180503,3.5591020761665004,4.18717891313706,4325.0925478935205,eco_birds_loongrebe_densitywinter_d,eco_birds_loongrebe_densitywinter_d,5290200,eco,birds,loongrebe,densitywinter,density in winter,,d,Loon/Grebe,0.1,0.15,0.2,,,Loon/Grebe,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesrockcliff_d,0.0003471124271552965,0.0003471124271552965,2147.8729335085395,2147.8729335085395,6187830.70116816,eco_coarse_coastalclasses_lines_d_rockcliff,eco_coarse_coastalclasses_linesrockcliff_d,3090700,eco,coarse,coastalclasses,lines,Coastal Classes,rockcliff,d,Rock Cliff,0.008643999999999999,0.017287999999999998,0.025932,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmonpinkodd_diversity_d,0.004225537935520743,0.004971221100612639,0.03091386193531423,0.0363692493356638,7.315958916247309,eco_fish_salmonpinkodd_diversity_d,eco_fish_salmonpinkodd_diversity_d,6590500,eco,fish,salmonpinkodd,diversity,diversity hotspot,,d,Pink Salmon (odd),0.2,0.3,0.4,,,Pink salmon (odd),no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmonchum_diversity_d,0.002822320241826675,0.003320376755090206,0.046370792902971344,0.0545538740034957,16.4300252734463,eco_fish_salmonchum_diversity_d,eco_fish_salmonchum_diversity_d,6590300,eco,fish,salmonchum,diversity,diversity hotspot,,d,Chum Salmon,0.2,0.3,0.4,,,Chum salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_dungeness_records_d,0.0009154270055487518,0.0010769729477044141,5695508.774104985,6700598.55777057,6221696257.1372,eco_inverts_dungeness_records_d,eco_inverts_dungeness_records_d,7240200,eco,inverts,dungeness,records,records,,d,Dungeness crab ,0.1,0.15,0.2,,,Dungeness crab ,no,Point,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_cormorant_density_m,0.0,0.0,0.0,0.0,6742.00041294098,eco_birds_cormorant_density_m,eco_birds_cormorant_density_m,5300100,eco,birds,cormorant,density,density - yr round,,m,Double-crested cormorant,0.1,0.15,0.2,,,Double-crested cormorant,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_loongrebe_density_d,0.00018918144855010157,0.00022256641005894302,3.2404736049858607,3.8123218882186602,17128.9184527397,eco_birds_loongrebe_density_d,eco_birds_loongrebe_density_d,5290100,eco,birds,loongrebe,density,density - yr round,,d,Loon/Grebe,0.1,0.15,0.2,,,Loon/Grebe,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_octopusgiantpacific_records_d,0.001204121088821543,0.001416613045672404,10212291.521335343,12014460.613335699,8481116738.29247,eco_inverts_octopusgiantpacific_records_d,eco_inverts_octopusgiantpacific_records_d,7140100,eco,inverts,octopusgiantpacific,records,records,,d,Giant Pacific octopus,0.2,0.3,0.4,,,Giant pacific octopus,no,Point,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_gull_density_m,0.0,0.0,0.0,0.0,5719.24769496918,eco_birds_gull_density_m,eco_birds_gull_density_m,5260100,eco,birds,gull,density,density - yr round,,m,Gulls,0.1,0.15,0.2,,,Gulls,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_ecosections_polygonsjs_d,0.007827960150040116,0.007827960150040116,15783285.416260699,15783285.416260699,2016270537.11813,eco_coarse_ecosections_polygons_d_js,eco_coarse_ecosections_polygonsjs_d,3060100,eco,coarse,ecosections,polygons,Ecosections,js,d,Johnstone Strait,0.07142000000000001,0.14284000000000002,0.21425999999999998,,,Ecosections,no,Area,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmonsockeye_diversity_d,0.0048336241034454466,0.005686616592288761,0.0219651124277233,0.025841308738498,4.54423264152179,eco_fish_salmonsockeye_diversity_d,eco_fish_salmonsockeye_diversity_d,6590700,eco,fish,salmonsockeye,diversity,diversity hotspot,,d,Sockeye Salmon,0.2,0.3,0.4,,,Sockeye salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_areas_estuaries_polygons_d,0.00033215807927486097,0.00033215807927486097,104847.668318889,104847.668318889,315655932.704643,eco_areas_estuaries_polygons_d,eco_areas_estuaries_polygons_d,3010700,eco,areas,estuaries,polygons,polygons,,d,Estuaries,0.2,0.4,0.6,,,Estuaries,no,Area,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_smallalcid_densitywinter_d,0.0,0.0,0.0,0.0,342.535910129547,eco_birds_smallalcid_densitywinter_d,eco_birds_smallalcid_densitywinter_d,5240200,eco,birds,smallalcid,densitywinter,density in winter,,d,Small Alcids,0.1,0.15,0.2,,,Small Alcids,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_mamu_density_d,0.0006007315008462617,0.0007067429421720727,9.410911179965144,11.0716602117237,15665.7527809143,eco_birds_mamu_density_d,eco_birds_mamu_density_d,5310100,eco,birds,mamu,density,density - yr round,,d,Marbled Murrelet,0.1,0.15,0.2,,,Marbled Murrelet,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_cormorant_densitywinter_m,0.0,0.0,0.0,0.0,2173.8053808212303,eco_birds_cormorant_densitywinter_m,eco_birds_cormorant_densitywinter_m,5300200,eco,birds,cormorant,densitywinter,density in winter,,m,Unspecified Cormorant  ,0.1,0.15,0.2,,,Unspecified Cormorant  ,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_puffin_density_d,0.0,0.0,0.0,0.0,2399.66238021851,eco_birds_puffin_density_d,eco_birds_puffin_density_d,5230100,eco,birds,puffin,density,density - yr round,,d,Puffins,0.1,0.15,0.2,,,Puffins,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_pigeonguillemot_density_m,0.0,0.0,0.0,0.0,6389.479493618011,eco_birds_pigeonguillemot_density_m,eco_birds_pigeonguillemot_density_m,5320100,eco,birds,pigeonguillemot,density,density - yr round,,m,Pigeon Guillemot,0.1,0.15,0.2,,,Pigeon Guillemot,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_oceanreg_polygonsmainlandfjords_d,0.0016686636692146762,0.0016686636692146762,15783178.4805945,15783178.4805945,9458573810.75633,eco_coarse_oceanreg_polygons_d_mainlandfjords,eco_coarse_oceanreg_polygonsmainlandfjords_d,3080200,eco,coarse,oceanreg,polygons,Upper Ocean Subregion,mainlandfjords,d,Mainland Fjords,0.045899,0.091798,0.137697,,,ocean reg,no,Area,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesrockramp_d,0.0001222515716608605,0.0001222515716608605,1265.54487255418,1265.54487255418,10351972.2107536,eco_coarse_coastalclasses_lines_d_rockramp,eco_coarse_coastalclasses_linesrockramp_d,3090900,eco,coarse,coastalclasses,lines,Coastal Classes,rockramp,d,Rock Ramp,0.006569,0.013138,0.019707,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_prawn_records_d,0.0010541155147961512,0.0012401358997601779,13415792.618876114,15783285.433971899,12727061152.7528,eco_inverts_prawn_records_d,eco_inverts_prawn_records_d,7350100,eco,inverts,prawn,records,records,,d,Spot prawn^,0.0,0.0,0.0,,^,Prawn,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_shearwaterfulmar_density_d,0.0,0.0,0.0,0.0,23993.4004516602,eco_birds_shearwaterfulmar_density_d,eco_birds_shearwaterfulmar_density_d,5210100,eco,birds,shearwaterfulmar,density,density - yr round,,d,Shearwaters and Fulmars,0.1,0.15,0.2,,,Shearwaters and Fulmars,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_coastalclasses_linessandgravelbeach_d,0.0007288311785441317,0.0007288311785441317,823.8564299636439,823.8564299636439,1130380.3325337,eco_coarse_coastalclasses_lines_d_sandgravelbeach,eco_coarse_coastalclasses_linessandgravelbeach_d,3091000,eco,coarse,coastalclasses,lines,Coastal Classes,sandgravelbeach,d,Sand and Gravel Beach,0.019805,0.03961,0.059414999999999996,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_areas_highrugosity_polygons_d,0.0003709925110236503,0.0003709925110236503,7893936.5220323,7893936.5220323,21277886446.4169,eco_areas_highrugosity_polygons_d,eco_areas_highrugosity_polygons_d,3010100,eco,areas,highrugosity,polygons,polygons,,d,High Rugosity,0.2,0.4,0.6,,,High Rugosity,no,Area,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_heron_densitywinter_m,0.0,0.0,0.0,0.0,2013.3244407176999,eco_birds_heron_densitywinter_m,eco_birds_heron_densitywinter_m,5350100,eco,birds,heron,densitywinter,density in winter,,m,Great Blue Heron,0.1,0.15,0.2,,,Great Blue Heron,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_plants_chlorophylla_bloom_d,3.043123438950275e-05,3.043123438950275e-05,25.6712719999999,25.6712719999999,843583.0,eco_plants_chlorophylla_bloom_d,eco_plants_chlorophylla_bloom_d,4010200,eco,plants,chlorophylla,bloom,Chlorophyll A Blooms,,d,Phytoplankton^,0.0,0.0,0.0,1.0,^,Phytoplankton,no,no target,,,,,,,,,,,,,,,,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonssoft_d,0.00015817144899569604,0.00015817144899569604,1311420.55146344,1311420.55146344,8291133196.226359,eco_coarse_bottompatches_polygons_d_soft,eco_coarse_bottompatches_polygonssoft_d,3050300,eco,coarse,bottompatches,polygons,Bottom Patches,soft,d,Soft substrate,0.073,0.146,0.21899999999999997,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_seaduck_densitystaging_d,0.0,0.0,0.0,0.0,16243.145740508999,eco_birds_seaduck_densitystaging_d,eco_birds_seaduck_densitystaging_d,5280200,eco,birds,seaduck,densitystaging,density - staging,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesestuary_d,0.0016039820621953935,0.0016039820621953935,1565.6377296396697,1565.6377296396697,976094.2884216291,eco_coarse_coastalclasses_lines_d_estuary,eco_coarse_coastalclasses_linesestuary_d,3090200,eco,coarse,coastalclasses,lines,Coastal Classes,estuary,d,Estuary (Organics/Fines),0.020145,0.04029,0.060435,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonshard_d,0.00017632047451350788,0.00017632047451350788,751997.4870970821,751997.4870970821,4264947046.97197,eco_coarse_bottompatches_polygons_d_hard,eco_coarse_bottompatches_polygonshard_d,3050100,eco,coarse,bottompatches,polygons,Bottom Patches,hard,d,Hard substrate,0.1,0.2,0.3,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmon_biomass_d,0.0007354493251592441,0.0008652345001873461,30580.953879373035,35977.592799262406,41581320.1987118,eco_fish_salmon_biomass_d,eco_fish_salmon_biomass_d,6590100,eco,fish,salmon,biomass,biomass hotspot,,d,Pacific Salmon,0.2,0.3,0.4,,,Pacific salmon,no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_gooseswan_density_m,0.0001097483142844083,0.00012911566386400978,1.371821158576502,1.6139072453841201,12499.701407909399,eco_birds_gooseswan_density_m,eco_birds_gooseswan_density_m,5270100,eco,birds,gooseswan,density,density - yr round,,m,Goose/Swan,0.1,0.15,0.2,,,Goose/Swan,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_shrimpsidestripe_records_d,0.001257262829765902,0.0014791327409010616,4871477.339341891,5731149.81099046,3874669022.26716,eco_inverts_shrimpsidestripe_records_d,eco_inverts_shrimpsidestripe_records_d,7300100,eco,inverts,shrimpsidestripe,records,records,,d,Sidestripe shrimp^,0.0,0.0,0.0,,^,Sidestripe shrimp,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_petrelphalarope_density_d,0.0,0.0,0.0,0.0,10991.6841826439,eco_birds_petrelphalarope_density_d,eco_birds_petrelphalarope_density_d,5220100,eco,birds,petrelphalarope,density,density - yr round,,d,Storm Petrel,0.1,0.15,0.2,,,Storm Petrel,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_plants_bullkelp_biobands_d,1.786434619159479e-05,2.101687787246446e-05,137.88878759909684,162.222103057761,7718658.501142,eco_plants_bullkelp_biobands_d,eco_plants_bullkelp_biobands_d,4020200,eco,plants,bullkelp,biobands,Biobands,,d,Bull Kelp,0.2,0.3,0.4,,,Bull Kelp,no,do not assess,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_geomorphicunits_polygonsfjorddepressionfloor_d,2.3101475029371908e-05,2.3101475029371908e-05,27864.722968951603,27864.722968951603,1206188043.55668,eco_coarse_geomorphicunits_polygons_d_fjorddepressionfloor,eco_coarse_geomorphicunits_polygonsfjorddepressionfloor_d,3030300,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjorddepressionfloor,d,Fjord depression floor,0.1,0.2,0.3,,,Geomorphic Units,no,Area,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmoncoho_diversity_d,0.0017252346544598485,0.0020296878287762925,0.021401904416756025,0.0251787110785365,12.4052136104678,eco_fish_salmoncoho_diversity_d,eco_fish_salmoncoho_diversity_d,6590400,eco,fish,salmoncoho,diversity,diversity hotspot,,d,Coho Salmon,0.2,0.3,0.4,,,Coho Salmon,no,Density,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_fish_salmonpinkeven_diversity_d,0.002428952451325329,0.00285759111920627,0.013248797972277515,0.0155868211438559,5.45453162948845,eco_fish_salmonpinkeven_diversity_d,eco_fish_salmonpinkeven_diversity_d,6590600,eco,fish,salmonpinkeven,diversity,diversity hotspot,,d,Pink Salmon (even),0.2,0.3,0.4,,,Pink salmon (even),no,Density,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_albatross_density_m,0.0,0.0,0.0,0.0,5989.04748678207,eco_birds_albatross_density_m,eco_birds_albatross_density_m,5200100,eco,birds,albatross,density,density - yr round,,m,Albatrosses,0.1,0.15,0.2,,,Albatrosses,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_coastalclasses_linesgravelbeach_d,0.001927844036201894,0.001927844036201894,2068.3497158926502,2068.3497158926502,1072882.28562699,eco_coarse_coastalclasses_lines_d_gravelbeach,eco_coarse_coastalclasses_linesgravelbeach_d,3090300,eco,coarse,coastalclasses,lines,Coastal Classes,gravelbeach,d,Gravel Beach,0.020697999999999998,0.041395999999999995,0.062094,,,Coastal Classes,no,do not assess,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_shorebirdrock_density_d,0.0,0.0,0.0,0.0,6212.09649968147,eco_birds_shorebirdrock_density_d,eco_birds_shorebirdrock_density_d,5330100,eco,birds,shorebirdrock,density,density - yr round,,d,Shorebird (rocky),0.1,0.15,0.2,,,Shorebird (rocky),no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_geomorphicunits_polygonsfjordwallsteep_d,0.0016056869892741154,0.0016056869892741154,5009786.13150748,5009786.13150748,3120026608.5311303,eco_coarse_geomorphicunits_polygons_d_fjordwallsteep,eco_coarse_geomorphicunits_polygonsfjordwallsteep_d,3030500,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjordwallsteep,d,Fjord wall steep,0.062049,0.124098,0.186147,,,Geomorphic Units,no,Area,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_mammals_killerwhaletransient_hsi_d,0.0005367016679097257,0.0005367016679097257,15783285.416260699,15783285.416260699,29407930625.0926,eco_mammals_killerwhaletransient_hsi_d,eco_mammals_killerwhaletransient_hsi_d,8090100,eco,mammals,killerwhaletransient,hsi,Habitat of Special Importance,,d,Killer Whale - Transients^,0.0,0.0,0.0,,^,Orca NE Pacific Transients,no,no target,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_gull_densitywinter_m,0.0,0.0,0.0,0.0,1365.9890418052698,eco_birds_gull_densitywinter_m,eco_birds_gull_densitywinter_m,5260200,eco,birds,gull,densitywinter,density in winter,,m,Gulls,0.1,0.15,0.2,,,Gulls,no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_seaduck_densitywinter_d,0.0,0.0,0.0,0.0,10480.2601661682,eco_birds_seaduck_densitywinter_d,eco_birds_seaduck_densitywinter_d,5280300,eco,birds,seaduck,densitywinter,density in winter,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_geomorphicunits_polygonsfjordcrest_d,0.0010623009092946825,0.0010623009092946825,1298995.86057738,1298995.86057738,1222813469.528,eco_coarse_geomorphicunits_polygons_d_fjordcrest,eco_coarse_geomorphicunits_polygonsfjordcrest_d,3030100,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjordcrest,d,Fjord crest,0.098363,0.196726,0.295089,,,Geomorphic Units,no,Area,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_areas_highcurrent_ebsa_d,0.8323978374951343,0.8323978374951343,3693538.9009594,3693538.9009594,4437227.89102151,eco_areas_highcurrent_ebsa_d,eco_areas_highcurrent_ebsa_d,3010500,eco,areas,highcurrent,ebsa,EBSA,,d,High Current,0.2,0.4,0.6,,,High Current,no,spatially restricted,,,,,,,,,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_geomorphicunits_polygonsfjorddepression_d,0.0012060010760019495,0.0012060010760019495,4462117.80046661,4462117.80046661,3699928540.0798397,eco_coarse_geomorphicunits_polygons_d_fjorddepression,eco_coarse_geomorphicunits_polygonsfjorddepression_d,3030200,eco,coarse,geomorphicunits,polygons,Geomorphic Units,fjorddepression,d,Fjord depression,0.056451999999999995,0.11290399999999999,0.169356,,,Geomorphic Units,no,Area,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_seaduck_densitymoulting_d,0.0,0.0,0.0,0.0,7150.65316104889,eco_birds_seaduck_densitymoulting_d,eco_birds_seaduck_densitymoulting_d,5280100,eco,birds,seaduck,densitymoulting,density - moulting,,d,"Sea duck, unspecified",0.1,0.15,0.2,,,"Sea duck, unspecified",no,Density,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_shrimpsmoothpink_records_d,0.0005246051600287879,0.0006171825412103388,1726612.483453643,2031308.80406311,3291260961.59423,eco_inverts_shrimpsmoothpink_records_d,eco_inverts_shrimpsmoothpink_records_d,7340100,eco,inverts,shrimpsmoothpink,records,records,,d,Smooth pink shrimp^,0.0,0.0,0.0,,^,Smooth pink shrimp,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_shrimphumpback_records_d,0.0007278743127265936,0.0008563227208548159,2427012.741144726,2855309.10722909,3334384383.00318,eco_inverts_shrimphumpback_records_d,eco_inverts_shrimphumpback_records_d,7330100,eco,inverts,shrimphumpback,records,records,,d,Humpback shrimp ^,0.0,0.0,0.0,,^,Humpback shrimp ,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_bottompatches_polygonsmixed_d,2.7817096761803026e-05,2.7817096761803026e-05,172050.618395638,172050.618395638,6185067401.8537,eco_coarse_bottompatches_polygons_d_mixed,eco_coarse_bottompatches_polygonsmixed_d,3050200,eco,coarse,bottompatches,polygons,Bottom Patches,mixed,d,Mixed substrate,0.081,0.162,0.243,,,Bottom Patches,no,Area,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_gooseswan_densitywinter_m,0.0,0.0,0.0,0.0,5518.50443029404,eco_birds_gooseswan_densitywinter_m,eco_birds_gooseswan_densitywinter_m,5270200,eco,birds,gooseswan,densitywinter,density in winter,,m,Goose/Swan,0.1,0.15,0.2,,,Goose/Swan,no,Density,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_plants_chlorophylla_concentration_d,2.3879021532046148e-05,2.3879021532046148e-05,6.318752646741871,6.318752646741871,264615.22463397303,eco_plants_chlorophylla_concentration_d,eco_plants_chlorophylla_concentration_d,4010100,eco,plants,chlorophylla,concentration,Chlorophyll A Concentration,,d,Phytoplankton,0.2,0.3,0.4,,,Phytoplankton,no,Density,,,,,,,,,,,,,,,,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_coarse_ecosections_polygons_d,2.6052739234256227e-05,2.6052739234256227e-05,15899842.522240197,15899842.522240197,610294463828.7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_inverts_shrimpspinypink_records_d,0.0022129412939144565,0.0026034603457817137,4108891.088513666,4833989.51589843,1856755576.7579699,eco_inverts_shrimpspinypink_records_d,eco_inverts_shrimpspinypink_records_d,7310100,eco,inverts,shrimpspinypink,records,records,,d,Spiny or northern pink shrimp^,0.0,0.0,0.0,,^,Spiny or northern pink shrimp,no,no target,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
S2_NVI_15,Nala_gla_la_1_S2MFN,NVI,Johnstone Strait,eco_birds_shorebirdsand_density_d,0.0,0.0,0.0,0.0,1058.16578817368,eco_birds_shorebirdsand_density_d,eco_birds_shorebirdsand_density_d,5340100,eco,birds,shorebirdsand,density,density - yr round,,d,Shorebird (sand)^,0.0,0.0,0.0,,^,Shorebird (sand),no,no target,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0
